Z,ACH,decay_ACH_air_delivered,decay_ventilation_ACH_T,decay_mechanical_mixing_efficiency_pct,steady_ACH_air_delivered,steady_ventilation_ACH_T,steady_mechanical_mixing_efficiency_pct
1.7,3.0,2.965582441634242,1.8681058971752995,62.99288365579354,2.9665308852140084,1.8063356387415308,60.89050505911789
1.7,6.0,5.938232611867705,3.7570912359343405,63.26951942612858,5.936399562256811,3.7491764645322685,63.15572975190644
1.7,9.0,8.897923759727627,5.622010325196648,63.183395104396155,8.900559338521402,5.281839986677728,59.34278718662156
3.4,3.0,2.965582441634242,1.8681058971752995,62.99288365579354,2.964861989299611,1.8063356387415308,60.92477981304759
3.4,6.0,5.938232611867705,3.7570912359343405,63.26951942612858,5.936399562256811,3.7491764645322685,63.15572975190644
3.4,9.0,8.897923759727627,5.622010325196648,63.183395104396155,8.900559338521402,5.281839986677728,59.34278718662156
6.0,3.0,2.965582441634242,1.8681058971752995,62.99288365579354,2.964861989299611,1.8063356387415308,60.92477981304759
6.0,6.0,5.938232611867705,3.7570912359343405,63.26951942612858,5.9335359922179,3.7491764645322685,63.186209192115506
6.0,9.0,8.897923759727627,5.622010325196648,63.183395104396155,8.900559338521402,5.281839986677728,59.34278718662156
