Z_susceptibility,ACH_nominal,ACH_air_delivered,ACH_air_delivery_ratio,flow_converged,ventilation_ACH_T_measured,eACH_uv_T_well_mixed_ideal,eACH_uv_T_effective_nominal_basis,eACH_uv_T_effective_corrected,eACH_uv_T_effective_corrected_ci95_lo,eACH_uv_T_effective_corrected_ci95_hi,mixing_efficiency,mixing_efficiency_corrected,total_ACH_T_effective_nominal_basis,fluence_mean_uW_cm2,n_lamps
1.7,3,2.965582441634242,0.9885274805447473,True,1.8681058971752995,17.561109231436298,7.8250367775801655,8.956930880404865,8.938842142013058,8.975019618796672,0.44558898156458693,0.5100435719841081,10.825036777580166,2.8694622927183495,4
1.7,6,5.938232611867705,0.9897054353112842,True,3.7570912359343405,17.561109231436298,7.0292110942170405,9.2721198582827,9.2513117395432,9.2929279770222,0.4002714749723205,0.5279916966568715,13.02921109421704,2.8694622927183495,4
1.7,9,8.897923759727627,0.9886581955252919,True,5.622010325196648,17.561109231436298,5.699044177842111,9.077033852645462,9.04963185836985,9.104435846921074,0.3245264352459126,0.5168827169753368,14.699044177842111,2.8694622927183495,4
3.4,3,2.965582441634242,0.9885274805447473,True,1.8681058971752995,35.122218462872596,14.895265702601895,16.027159805426596,15.947346437264029,16.106973173589164,0.42409808817593786,0.4563253833856985,17.895265702601897,2.8694622927183495,4
3.4,6,5.938232611867705,0.9897054353112842,True,3.7570912359343405,35.122218462872596,15.066525798657265,17.309434562722927,17.23600139298161,17.382867732464245,0.4289742065861803,0.4928343174284559,21.066525798657267,2.8694622927183495,4
3.4,9,8.897923759727627,0.9886581955252919,True,5.622010325196648,35.122218462872596,14.039389580010855,17.417379254814207,17.307391988190727,17.52736652143769,0.39972957843912327,0.49590771930383537,23.039389580010855,2.8694622927183495,4
6,3,2.965582441634242,0.9885274805447473,True,1.8681058971752995,61.98038552271635,23.5814001919332,24.713294294757898,24.545403032693322,24.881185556822473,0.38046552942608614,0.3987276633782838,26.5814001919332,2.8694622927183495,4
6,6,5.938232611867705,0.9897054353112842,True,3.7570912359343405,61.98038552271635,25.016986152070626,27.259894916136286,27.074685212291957,27.445104619980615,0.4036274692564099,0.439814865400366,31.016986152070626,2.8694622927183495,4
6,9,8.897923759727627,0.9886581955252919,True,5.622010325196648,61.98038552271635,24.33405258714225,27.7120422619456,27.45082389198188,27.973260631909323,0.3926089259032377,0.44710987239324124,33.33405258714225,2.8694622927183495,4
